執照類別,核發執照字號,原領執照字號,變更設計次數,基地面積,建築面積,總樓地板面積,建築物高度,地下避難面積,法定空地面積,建造類別,構造別,地上層數,地下層數,棟數,戶數,起造人代表人,設計人,監造人,承造人,雜項工作物,停車空間,發照日期,實際開工日期,竣工日期,qtime,樓層概要,地號,門牌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,107泰建字第00331號,,0,3599.68㎡,1054.95㎡,18219.61㎡,45.7㎡,0㎡,2544.73㎡,新建,鋼筋混凝土構造,14層,3層,2棟,137戶,永碁開發股份有限公司(負責人:賴森朝),鄧明Ｏ,,,,法定75輛，獎勵0輛，自設80輛,107年07月20日,,,1070720,[樓層別:，樓層高度:3.1ｍ，樓層面積:2138.49㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.1ｍ，樓層面積:2138.49㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.5ｍ，樓層面積:2138.49㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.8ｍ，樓層面積:142.02㎡，樓層用途:G3店舖]，[樓層別:，樓層高度:3.8ｍ，樓層面積:121.06㎡，樓層用途:梯間]，[樓層別:，樓層高度:3.8ｍ，樓層面積:251.61㎡，樓層用途:門廳]，[樓層別:，樓層高度:3.8ｍ，樓層面積:36.96㎡，樓層用途:門廊]，[樓層別:，樓層高度:3.8ｍ，樓層面積:377.26㎡，樓層用途:管委會空間]，[樓層別:，樓層高度:3.8ｍ，樓層面積:94.24㎡，樓層用途:車道]，[樓層別:，樓層高度:3.2ｍ，樓層面積:711.86㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:846.5㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:846.5㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:846.5㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:846.5㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:846.5㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:846.5㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:846.5㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:846.5㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:846.5㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:846.5㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:846.5㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:388.19㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:119.28㎡，樓層用途:樓梯間]，[樓層別:，樓層高度:3.0ｍ，樓層面積:125.08㎡，樓層用途:樓梯間]，[樓層別:，樓層高度:2.9ｍ，樓層面積:125.08㎡，樓層用途:樓梯間、水箱、機械室],[行政區:新北市泰山區，地段:同榮段，地號母號:0265，地號子號:0000]，[行政區:新北市泰山區，地段:同榮段，地號母號:0267，地號子號:0000]，[行政區:新北市泰山區，地段:同榮段，地號母號:0272，地號子號:0000],[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,102重建字第00272-02號,,2,3239.82㎡,773.47㎡,14708.07㎡,69.6㎡,773.47㎡,2466.35㎡,新建,鋼骨構造,15層,3層,1棟,14戶,元亨股份有限公司負責人：施養謙,汪俊Ｏ,汪俊Ｏ,福住建設股份有限公司,排水溝長度269.72M,法定96輛，獎勵32輛，自設0輛,107年08月09日,,,1070809,[樓層別:，樓層高度:3.4ｍ，樓層面積:2134.53㎡，樓層用途:停車空間、機械室]，[樓層別:，樓層高度:3.4ｍ，樓層面積:2134.53㎡，樓層用途:停車空間、機械室]，[樓層別:，樓層高度:3.4ｍ，樓層面積:2134.53㎡，樓層用途:防空避難室兼供公眾停車空間]，[樓層別:，樓層高度:7.2ｍ，樓層面積:741.17㎡，樓層用途:大廳、C2卸貨空間]，[樓層別:，樓層高度:7.2ｍ，樓層面積:566.31㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:7.2ｍ，樓層面積:536.89㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:536.89㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:536.89㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:536.89㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:536.89㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:536.89㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:536.89㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:536.89㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:536.89㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:536.89㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:536.89㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:466.12㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:4.0ｍ，樓層面積:400.65㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:2.85ｍ，樓層面積:115.98㎡，樓層用途:樓梯間.機房]，[樓層別:，樓層高度:2.85ｍ，樓層面積:108.46㎡，樓層用途:樓梯間.水箱],[行政區:新北市三重區，地段:頂崁段，地號母號:0365，地號子號:0000]，[行政區:新北市三重區，地段:頂崁段，地號母號:0366，地號子號:0000],[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,107股建字第00358號,,0,2893.63㎡,1370.08㎡,1752.63㎡,8.15㎡,0㎡,1446.82㎡,新建,輕鋼架構造,2層,0層,2棟,10戶,倪佩Ｏ,程鈞Ｏ,,,排水溝233.77m,法定11輛，獎勵0輛，自設2輛,107年08月07日,,,1070807,[樓層別:101棟，樓層高度:6.0ｍ，樓層面積:120.66㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:101棟，樓層高度:3.0ｍ，樓層面積:25.23㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:201棟，樓層高度:6.0ｍ，樓層面積:120.17㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:201棟，樓層高度:3.0ｍ，樓層面積:25.11㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:301棟，樓層高度:6.0ｍ，樓層面積:120.17㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:301棟，樓層高度:3.0ｍ，樓層面積:25.11㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:401棟，樓層高度:6.0ｍ，樓層面積:120.17㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:401棟，樓層高度:3.0ｍ，樓層面積:25.11㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:501棟，樓層高度:6.0ｍ，樓層面積:120.17㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:501棟，樓層高度:3.0ｍ，樓層面積:25.11㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:601棟，樓層高度:6.0ｍ，樓層面積:120.17㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:601棟，樓層高度:3.0ｍ，樓層面積:25.11㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:701棟，樓層高度:6.0ｍ，樓層面積:119.89㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:701棟，樓層高度:3.0ｍ，樓層面積:24.64㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:801棟，樓層高度:6.0ｍ，樓層面積:109.42㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:801棟，樓層高度:3.0ｍ，樓層面積:35.61㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:901棟，樓層高度:3.4ｍ，樓層面積:209.63㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:901棟，樓層高度:3.0ｍ，樓層面積:85.76㎡，樓層用途:H2住宅]，[樓層別:1001棟，樓層高度:3.4ｍ，樓層面積:209.63㎡，樓層用途:G3店舖(＜500㎡)]，[樓層別:1001棟，樓層高度:3.0ｍ，樓層面積:85.76㎡，樓層用途:H2住宅],[行政區:新北市五股區，地段:成州段，地號母號:0065，地號子號:0000]，[行政區:新北市五股區，地段:成州段，地號母號:0066，地號子號:0000]，[行政區:新北市五股區，地段:成州段，地號母號:0067，地號子號:0000]，[行政區:新北市五股區，地段:成州段，地號母號:0068，地號子號:0000]，[行政區:新北市五股區，地段:成州段，地號母號:0069，地號子號:0000],[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,107樹建字第00339號,,0,1032.55㎡,595.73㎡,1982.24㎡,12.6㎡,0.0㎡,436.82㎡,新建,鋼筋混凝土構造,3層,1層,1棟,2戶,王Ｏ,劉旭Ｏ,劉旭Ｏ,聯發營造有限公司,詳雜項工作物概要表,法定1輛，獎勵0輛，自設11輛,107年07月25日,108年04月09日,,1070725,[樓層別:，樓層高度:4.5ｍ，樓層面積:656.95㎡，樓層用途:停車空間,機電空間]，[樓層別:，樓層高度:7.0ｍ，樓層面積:585.07㎡，樓層用途:C2工廠、停車空間]，[樓層別:，樓層高度:3.5ｍ，樓層面積:172.69㎡，樓層用途:C2工廠(附屬辦公室)]，[樓層別:，樓層高度:5.0ｍ，樓層面積:346.4㎡，樓層用途:C2工廠]，[樓層別:，樓層高度:3.0ｍ，樓層面積:73.71㎡，樓層用途:樓電梯間,機房]，[樓層別:，樓層高度:3.0ｍ，樓層面積:73.71㎡，樓層用途:樓電梯間,機房,水箱]，[樓層別:，樓層高度:3.0ｍ，樓層面積:73.71㎡，樓層用途:樓電梯間,機房,水箱],[行政區:新北市樹林區，地段:新興段，地號母號:0434，地號子號:0000],[路街段巷弄:，號:，樓:]，[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,105店建字第00085-03號,,3,275.0㎡,100.57㎡,447.28㎡,13.12㎡,0㎡,110.0㎡,新建,鋼筋混凝土構造,4層,0層,1棟,3戶,林旭Ｏ,何熊Ｏ,何熊Ｏ,曜譽營造有限公司,雜項工作物概要表,法定0輛，獎勵0輛，自設1輛,107年11月15日,,,1071115,[樓層別:，樓層高度:3.4ｍ，樓層面積:100.57㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.24ｍ，樓層面積:100.57㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.24ｍ，樓層面積:100.57㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.24ｍ，樓層面積:100.57㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:2.8ｍ，樓層面積:23.7㎡，樓層用途:電梯間、水箱]，[樓層別:，樓層高度:2.8ｍ，樓層面積:21.3㎡，樓層用途:機械室],[行政區:新北市新店區，地段:直潭段蘆竹濫小段，地號母號:0156，地號子號:0000],[路街段巷弄:，號:，樓:]，[路街段巷弄:，號:，樓:]，[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,106林建字第00371-01號,,1,263.0㎡,97.43㎡,315.06㎡,10.45㎡,0.0㎡,157.8㎡,新建,鋼筋混凝土構造,3層,0層,1棟,1戶,張文Ｏ,張書Ｏ,張書Ｏ,,詳雜項工作物概要表,法定2輛，獎勵0輛，自設0輛,107年01月31日,,,1070131,[樓層別:，樓層高度:3.5ｍ，樓層面積:96.82㎡，樓層用途:H2住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:99.09㎡，樓層用途:H2住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:96.19㎡，樓層用途:H2住宅]，[樓層別:，樓層高度:3.8ｍ，樓層面積:22.96㎡，樓層用途:H2住宅],[行政區:新北市林口區，地段:國宅段，地號母號:0092，地號子號:0002],[戶號:001，路街段巷弄:，號:，樓:]，[戶號:001，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,104八建字第00358-01號,,1,4741.34㎡,1558.32㎡,31882.11㎡,60.05㎡,0㎡,3183.02㎡,新建,鋼筋混凝土構造,18層,3層,2棟,264戶,廣春成建設股份有限公司(負責人：王鼎然),許義Ｏ,許義Ｏ,春城營造股份有限公司,圍牆:長度:165.85m，高度:1.2m。,法定236輛，獎勵0輛，自設0輛,107年02月07日,,,1070207,[樓層別:，樓層高度:3.2ｍ，樓層面積:3071.5㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.2ｍ，樓層面積:3071.5㎡，樓層用途:停車空間]，[樓層別:，樓層高度:4.0ｍ，樓層面積:3071.5㎡，樓層用途:停車空間]，[樓層別:，樓層高度:4.2ｍ，樓層面積:357.49㎡，樓層用途:G3店鋪]，[樓層別:，樓層高度:4.2ｍ，樓層面積:1145.08㎡，樓層用途:公共空間]，[樓層別:，樓層高度:3.6ｍ，樓層面積:1208.28㎡，樓層用途:G2辦公室]，[樓層別:，樓層高度:3.6ｍ，樓層面積:1223.86㎡，樓層用途:G2辦公室]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1207.7㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:1202.64㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:228.16㎡，樓層用途:樓梯間]，[樓層別:，樓層高度:2.85ｍ，樓層面積:229.92㎡，樓層用途:樓梯間、水箱、機械室]，[樓層別:，樓層高度:2.85ｍ，樓層面積:230.16㎡，樓層用途:樓梯間、水箱、機械室],[行政區:新北市八里區，地段:商港段，地號母號:0010，地號子號:0000]，[行政區:新北市八里區，地段:商港段，地號母號:0011，地號子號:0000],[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,107重建字第00072號,,0,1354.49㎡,493.57㎡,8795.76㎡,40.6㎡,812.69㎡,677.25㎡,新建,鋼筋混凝土構造,12層,5層,1棟,75戶,億青建設股份有限公司負責人：汪昌國,陳志Ｏ,陳志Ｏ,榮泰工程股份有限公司,詳雜項工作物概要表,法定75輛，獎勵0輛，自設0輛,107年02月13日,107年04月12日,,1070213,[樓層別:，樓層高度:3.05ｍ，樓層面積:812.69㎡，樓層用途:防空避難室兼停車空間]，[樓層別:，樓層高度:3.05ｍ，樓層面積:812.69㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.05ｍ，樓層面積:812.69㎡，樓層用途:停車空間]，[樓層別:，樓層高度:2.75ｍ，樓層面積:812.69㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.15ｍ，樓層面積:449.88㎡，樓層用途:停車空間]，[樓層別:，樓層高度:4.2ｍ，樓層面積:434.39㎡，樓層用途:管委會空間、自行車停車空間、梯廳]，[樓層別:，樓層高度:3.2ｍ，樓層面積:418.34㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:414.88㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:414.88㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:414.88㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:414.88㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:414.88㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:414.88㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:414.88㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:414.88㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:414.88㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:346.66㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:54.15㎡，樓層用途:梯間]，[樓層別:，樓層高度:3.0ｍ，樓層面積:53.78㎡，樓層用途:梯間,水箱]，[樓層別:，樓層高度:3.0ｍ，樓層面積:53.88㎡，樓層用途:梯間,機械房,水箱],[行政區:新北市三重區，地段:仁信段，地號母號:0110，地號子號:0000],[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,106淡建字第00350-01號,,1,2491.0㎡,996.3㎡,4076.26㎡,11.9㎡,0.0㎡,1494.7㎡,新建,鋼筋混凝土構造,3層,1層,11棟,11戶,僑馥建築經理股份有限公司(負責人：彭慶),鍾九Ｏ,鍾九Ｏ,,圍牆:長度:141.59M，高度:1.8M。,法定12輛，獎勵0輛，自設15輛,107年02月13日,,,1070213,[樓層別:，樓層高度:5.9ｍ，樓層面積:1329.08㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.4ｍ，樓層面積:918.37㎡，樓層用途:H2住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:844.53㎡，樓層用途:H2住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:728.1㎡，樓層用途:H2住宅]，[樓層別:，樓層高度:4.35ｍ，樓層面積:256.18㎡，樓層用途:樓梯間、水箱],[行政區:新北市淡水區，地段:坪頂段，地號母號:1470，地號子號:0000],[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,105蘆建字第00381-02號,,2,1991.64㎡,1194.21㎡,6882.56㎡,17.5㎡,0㎡,797.43㎡,新建,鋼筋混凝土構造,4層,2層,1棟,1戶,國都汽車股份有限公司負責人:黃南光,李俊Ｏ,李俊Ｏ,東煌營造有限公司,詳雜項工作物概要表,法定15輛，獎勵0輛，自設34輛,107年02月21日,,,1070221,[樓層別:，樓層高度:4.8ｍ，樓層面積:1194.21㎡，樓層用途:C1汽車修理場]，[樓層別:，樓層高度:4.2ｍ，樓層面積:1166.98㎡，樓層用途:C1汽車修理場]，[樓層別:，樓層高度:4.2ｍ，樓層面積:1166.98㎡，樓層用途:C1汽車修理場]，[樓層別:，樓層高度:4.2ｍ，樓層面積:584.31㎡，樓層用途:C1汽車修理場]，[樓層別:，樓層高度:3.6ｍ，樓層面積:1353.78㎡，樓層用途:C1地下停車場]，[樓層別:，樓層高度:3.6ｍ，樓層面積:1353.78㎡，樓層用途:C1地下停車場]，[樓層別:，樓層高度:3.2ｍ，樓層面積:62.52㎡，樓層用途:C1機房],[行政區:新北市蘆洲區，地段:九芎段，地號母號:0308，地號子號:0000],[行政區:新北市蘆洲區，路街段巷弄:正和街，號:19號，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
