執照類別,核發執照字號,原領執照字號,變更設計次數,基地面積,建築面積,總樓地板面積,建築物高度,地下避難面積,法定空地面積,建造類別,構造別,地上層數,地下層數,棟數,戶數,起造人代表人,設計人,監造人,承造人,雜項工作物,停車空間,發照日期,實際開工日期,竣工日期,qtime,樓層概要,地號,門牌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,107淡建字第00555-02號,,2,1666.14㎡,625.6㎡,5815.96㎡,21.0㎡,625.6㎡,1040.54㎡,新建,鋼筋混凝土構造,6層,3層,2棟,49戶,合眾建築經理股份有限公司(負責人:顏文澤),謝政Ｏ,謝政Ｏ,遠碩營造股份有限公司,詳雜項工作物概要表,法定37輛，獎勵0輛，自設0輛,110年03月18日,,,1100318,[樓層別:A棟，樓層高度:4.2ｍ，樓層面積:731.03㎡，樓層用途:停車空間兼防空避難室]，[樓層別:A棟，樓層高度:4.2ｍ，樓層面積:814.87㎡，樓層用途:停車空間、G2辦公室]，[樓層別:A棟，樓層高度:4.5ｍ，樓層面積:698.59㎡，樓層用途:停車空間、管委會使用空間、G3店舖]，[樓層別:A棟，樓層高度:4.5ｍ，樓層面積:622.13㎡，樓層用途:管委會使用空間、H2集合住宅、G3店舖]，[樓層別:A棟，樓層高度:3.5ｍ，樓層面積:561.88㎡，樓層用途:H2集合住宅、管委會使用空間]，[樓層別:A棟，樓層高度:3.5ｍ，樓層面積:538.26㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.5ｍ，樓層面積:538.26㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.5ｍ，樓層面積:538.26㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.5ｍ，樓層面積:538.26㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:4.0ｍ，樓層面積:78.14㎡，樓層用途:樓梯間、電梯間]，[樓層別:A棟，樓層高度:2.5ｍ，樓層面積:78.14㎡，樓層用途:樓梯間,水箱、電梯間]，[樓層別:A棟，樓層高度:2.5ｍ，樓層面積:78.14㎡，樓層用途:機械室,水箱],[行政區:新北市淡水區，地段:水仙段，地號母號:0220，地號子號:0000]，[行政區:新北市淡水區，地段:水仙段，地號母號:0221，地號子號:0004]，[行政區:新北市淡水區，地段:水仙段，地號母號:0221，地號子號:0006]，[行政區:新北市淡水區，地段:水仙段，地號母號:0221，地號子號:0007],[戶號:，行政區:，村里鄰:，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,110淡建字第00127號,,0,3914.09㎡,1058.12㎡,36741.64㎡,79.2㎡,0㎡,2855.97㎡,新建,鋼骨鋼筋混凝土構造,24層,6層,2棟,188戶,海中天育樂開發股份有限公司(負責人：黃林錦珍),謝政Ｏ,李兆Ｏ,連元營造股份有限公司,詳雜項工作物概要表,法定188輛，獎勵0輛，自設60輛,110年03月09日,,,1100309,[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:2017.41㎡，樓層用途:停車空間兼防空避難室]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.15ｍ，樓層面積:2031.83㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.0ｍ，樓層面積:2033.29㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:2066.51㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1046.19㎡，樓層用途:H2集合住宅、管委會使用空間,梯廳]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:152.84㎡，樓層用途:機房]，[樓層別:A棟，樓層高度:2.75ｍ，樓層面積:152.84㎡，樓層用途:機房],[行政區:新北市淡水區，地段:水仙段，地號母號:0340，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0341，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0423，地號子號:0004]，[行政區:新北市淡水區，地段:水仙段，地號母號:0436，地號子號:0001],[戶號:，行政區:，村里鄰:，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,110淡建字第00127號,,0,3914.09㎡,1058.12㎡,36741.64㎡,79.2㎡,0㎡,2855.97㎡,新建,鋼骨鋼筋混凝土構造,24層,6層,2棟,188戶,海中天育樂開發股份有限公司(負責人：黃林錦珍),謝政Ｏ,李兆Ｏ,連元營造股份有限公司,詳雜項工作物概要表,法定188輛，獎勵0輛，自設60輛,110年03月09日,,,1100309,[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:2017.41㎡，樓層用途:停車空間兼防空避難室]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.15ｍ，樓層面積:2031.83㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.0ｍ，樓層面積:2033.29㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:2066.51㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1046.19㎡，樓層用途:H2集合住宅、管委會使用空間,梯廳]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:152.84㎡，樓層用途:機房]，[樓層別:A棟，樓層高度:2.75ｍ，樓層面積:152.84㎡，樓層用途:機房],[行政區:新北市淡水區，地段:水仙段，地號母號:0340，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0341，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0423，地號子號:0004]，[行政區:新北市淡水區，地段:水仙段，地號母號:0436，地號子號:0001],[戶號:，行政區:，村里鄰:，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,110淡建字第00127號,,0,3914.09㎡,1058.12㎡,36741.64㎡,79.2㎡,0㎡,2855.97㎡,新建,鋼骨鋼筋混凝土構造,24層,6層,2棟,188戶,海中天育樂開發股份有限公司(負責人：黃林錦珍),謝政Ｏ,李兆Ｏ,連元營造股份有限公司,詳雜項工作物概要表,法定188輛，獎勵0輛，自設60輛,110年03月09日,,,1100309,[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:2017.41㎡，樓層用途:停車空間兼防空避難室]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.15ｍ，樓層面積:2031.83㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.0ｍ，樓層面積:2033.29㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:2066.51㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1046.19㎡，樓層用途:H2集合住宅、管委會使用空間,梯廳]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:152.84㎡，樓層用途:機房]，[樓層別:A棟，樓層高度:2.75ｍ，樓層面積:152.84㎡，樓層用途:機房],[行政區:新北市淡水區，地段:水仙段，地號母號:0340，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0341，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0423，地號子號:0004]，[行政區:新北市淡水區，地段:水仙段，地號母號:0436，地號子號:0001],[戶號:，行政區:，村里鄰:，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,110淡建字第00127號,,0,3914.09㎡,1058.12㎡,36741.64㎡,79.2㎡,0㎡,2855.97㎡,新建,鋼骨鋼筋混凝土構造,24層,6層,2棟,188戶,海中天育樂開發股份有限公司(負責人：黃林錦珍),謝政Ｏ,李兆Ｏ,連元營造股份有限公司,詳雜項工作物概要表,法定188輛，獎勵0輛，自設60輛,110年03月09日,,,1100309,[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:2017.41㎡，樓層用途:停車空間兼防空避難室]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.15ｍ，樓層面積:2031.83㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.0ｍ，樓層面積:2033.29㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:2066.51㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1046.19㎡，樓層用途:H2集合住宅、管委會使用空間,梯廳]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:152.84㎡，樓層用途:機房]，[樓層別:A棟，樓層高度:2.75ｍ，樓層面積:152.84㎡，樓層用途:機房],[行政區:新北市淡水區，地段:水仙段，地號母號:0340，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0341，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0423，地號子號:0004]，[行政區:新北市淡水區，地段:水仙段，地號母號:0436，地號子號:0001],[戶號:，行政區:，村里鄰:，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,110淡建字第00127號,,0,3914.09㎡,1058.12㎡,36741.64㎡,79.2㎡,0㎡,2855.97㎡,新建,鋼骨鋼筋混凝土構造,24層,6層,2棟,188戶,海中天育樂開發股份有限公司(負責人：黃林錦珍),謝政Ｏ,李兆Ｏ,連元營造股份有限公司,詳雜項工作物概要表,法定188輛，獎勵0輛，自設60輛,110年03月09日,,,1100309,[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:2017.41㎡，樓層用途:停車空間兼防空避難室]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.15ｍ，樓層面積:2031.83㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.0ｍ，樓層面積:2033.29㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:2066.51㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1046.19㎡，樓層用途:H2集合住宅、管委會使用空間,梯廳]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:152.84㎡，樓層用途:機房]，[樓層別:A棟，樓層高度:2.75ｍ，樓層面積:152.84㎡，樓層用途:機房],[行政區:新北市淡水區，地段:水仙段，地號母號:0340，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0341，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0423，地號子號:0004]，[行政區:新北市淡水區，地段:水仙段，地號母號:0436，地號子號:0001],[戶號:，行政區:，村里鄰:，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,110淡建字第00127號,,0,3914.09㎡,1058.12㎡,36741.64㎡,79.2㎡,0㎡,2855.97㎡,新建,鋼骨鋼筋混凝土構造,24層,6層,2棟,188戶,海中天育樂開發股份有限公司(負責人：黃林錦珍),謝政Ｏ,李兆Ｏ,連元營造股份有限公司,詳雜項工作物概要表,法定188輛，獎勵0輛，自設60輛,110年03月09日,,,1100309,[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:2017.41㎡，樓層用途:停車空間兼防空避難室]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.25ｍ，樓層面積:2017.41㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.15ｍ，樓層面積:2031.83㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.0ｍ，樓層面積:2033.29㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:2066.51㎡，樓層用途:停車空間]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1046.19㎡，樓層用途:H2集合住宅、管委會使用空間,梯廳]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1018.43㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:3.3ｍ，樓層面積:1008.05㎡，樓層用途:H2集合住宅]，[樓層別:A棟，樓層高度:2.85ｍ，樓層面積:152.84㎡，樓層用途:機房]，[樓層別:A棟，樓層高度:2.75ｍ，樓層面積:152.84㎡，樓層用途:機房],[行政區:新北市淡水區，地段:水仙段，地號母號:0340，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0341，地號子號:0002]，[行政區:新北市淡水區，地段:水仙段，地號母號:0423，地號子號:0004]，[行政區:新北市淡水區，地段:水仙段，地號母號:0436，地號子號:0001],[戶號:，行政區:，村里鄰:，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
